,HostelName,VenueName,Category,VenueLatitude,VenueLongitude
126,&And Hostel Akihabara,あるけみすと,Bar,35.69791214875236,139.77671183645725
127,&And Hostel Akihabara,Gindaco (築地銀だこ),Takoyaki Place,35.6982791804698,139.77479338645935
128,&And Hostel Akihabara,肴・酒 矢まと,Sake Bar,35.6975779862794,139.77345540949855
129,&And Hostel Akihabara,Via Inn Akihabara (ヴィアイン秋葉原),Bed & Breakfast,35.69654155883104,139.77233641109626
130,&And Hostel Akihabara,ラーメン食堂 粋な一生,Ramen Restaurant,35.701649,139.776863
131,&And Hostel Akihabara,Yakiton Genki (やきとん元気),Sake Bar,35.697733552725715,139.77740667115694
132,&And Hostel Akihabara,大衆イタリアン かね子,Italian Restaurant,35.69800088162436,139.77628250120657
133,&And Hostel Akihabara,Una-syo (うな匠),Unagi Restaurant,35.6987000565082,139.774494568387
134,&And Hostel Akihabara,TUCANO'S GRILL and BAR (トゥッカーノ グリル&バー),Steakhouse,35.69935406864438,139.77501501356585
135,&And Hostel Akihabara,順順餃子房,Dumpling Restaurant,35.700585,139.776664
136,&And Hostel Akihabara,立呑み居酒屋 殿,Sake Bar,35.69854927988312,139.77644562721252
137,&And Hostel Akihabara,Nihonshu Genka Sakagura (日本酒原価酒蔵),Sake Bar,35.69871002535727,139.77580390870568
138,&And Hostel Akihabara,Beard Papa's (ビアードパパの作りたて工房),Dessert Shop,35.698654403846774,139.77389951946782
139,&And Hostel Akihabara,焼肉韓菜 福寿,Korean Restaurant,35.69875,139.7723
140,&And Hostel Akihabara,Takakara (タカカラ あきば店),Sake Bar,35.69839678801025,139.77834826413948
141,&And Hostel Akihabara,Tankiyo (たん清),BBQ Joint,35.700219549101305,139.77466481061714
142,&And Hostel Akihabara,CoCo Ichibanya Halal Akihabara (CoCo壱番屋 ハラール秋葉原店),Japanese Curry Restaurant,35.699970486152,139.7754316895416
143,&And Hostel Akihabara,STORY CAFE,Café,35.698814674229844,139.77483552459336
144,&And Hostel Akihabara,富士そば 秋葉原店,Soba Restaurant,35.69811515975805,139.77552423267338
145,&And Hostel Akihabara,Grids Akihabara (グリッズ秋葉原),Hostel,35.69649301615894,139.78014707565308
146,&And Hostel Akihabara,俺の煮込屋 三蔵,Japanese Restaurant,35.696087385542405,139.7753461817317
147,&And Hostel Akihabara,ラーメン ワインバル食堂 nico,Wine Bar,35.69993462230332,139.77589187318338
148,&And Hostel Akihabara,Atariya Shokudo (あたりや食堂),Ramen Restaurant,35.696590337380584,139.7739269431944
149,&And Hostel Akihabara,GAME BAR A-Button,Gaming Cafe,35.701028277449666,139.77734274036158
150,&And Hostel Akihabara,JACK IN THE DONUTS,Donut Shop,35.69858209266989,139.7745107492995
151,&And Hostel Akihabara,ナツゲーミュージアム,Arcade,35.698431,139.776757
152,&And Hostel Akihabara,Akiba no Sakaba (アキバの酒場),Sake Bar,35.69648541009173,139.77359416254137
153,&And Hostel Akihabara,Manneken (マネケン),Dessert Shop,35.698284,139.77472
154,&And Hostel Akihabara,Live Coffee (ライブコーヒー),Coffee Shop,35.700511456238374,139.7763484545587
155,&And Hostel Akihabara,Kitade Shokudo (北出食堂),Taco Place,35.693537,139.778972
156,&And Hostel Akihabara,Indian Restaurant Aarti (インディアンレストラン アールティ),Indian Restaurant,35.697202,139.776193
157,&And Hostel Akihabara,Uogashi Nihon-ichi (魚がし日本一),Sushi Restaurant,35.697822,139.7752346
158,&And Hostel Akihabara,Nishiguchi Yakiton (西口やきとん),Sake Bar,35.6979974,139.7824946
159,&And Hostel Akihabara,GOHAN,Italian Restaurant,35.6977788,139.7741961
160,&And Hostel Akihabara,ジンギスカン 良夢,BBQ Joint,35.696206,139.776179
161,&And Hostel Akihabara,eggman tokyo east,Music Venue,35.693485291804855,139.77581094355986
162,&And Hostel Akihabara,Akiba Fukurou (アキバフクロウ),Pet Café,35.70071628709249,139.77475334149858
163,&And Hostel Akihabara,陳家私菜,Chinese Restaurant,35.69888309099883,139.77652609348297
164,&And Hostel Akihabara,Bar&Junk MIKAKU,Whisky Bar,35.700139946143175,139.77546351273247
165,&And Hostel Akihabara,居酒屋 村役場,Sake Bar,35.69767907728919,139.7743897140026
166,&And Hostel Akihabara,Meat Avantgarde (暴走熟成肉庫 肉アバンギャルド),BBQ Joint,35.697527,139.776695
167,&And Hostel Akihabara,吟くら あきば,Sake Bar,35.699533754036096,139.77580991488193
168,&And Hostel Akihabara,Ikebe Musical Instruments Store (イケベ楽器 リボレ秋葉原店),Music Store,35.69715,139.77628
169,&And Hostel Akihabara,朱雀門,BBQ Joint,35.698359368588406,139.7781003027607
170,&And Hostel Ueno,Iriya Entrance (JR上野駅 入谷口),Train Station,35.71433659363173,139.77862234812912
171,&And Hostel Ueno,Kotobukiyu (寿湯),Bath House,35.71233101297672,139.7828106011646
172,&And Hostel Ueno,Sanji (さんじ),Ramen Restaurant,35.710666690997925,139.7804578460185
173,&And Hostel Ueno,maruetsu (マルエツ 東上野店),Supermarket,35.71368626693697,139.78296130271394
174,&And Hostel Ueno,FamilyMart (ファミリーマート 上野駅入谷口店),Convenience Store,35.714034365653,139.77852115258779
175,&And Hostel Ueno,FamilyMart (ファミリーマート 東上野四丁目店),Convenience Store,35.71228167846643,139.77855285926665
176,&And Hostel Ueno,7-Eleven (セブンイレブン 台東東上野4丁目店),Convenience Store,35.713550743398216,139.7791813835866
177,&And Hostel Ueno,My Curry Shokudo (マイカリー食堂),Japanese Curry Restaurant,35.712947,139.778371
178,&And Hostel Ueno,Lawson (ローソン 台東北上野一丁目店),Convenience Store,35.71616082650517,139.78120243865726
179,&And Hostel Ueno,Yayoi (やよい軒),Japanese Restaurant,35.71185927542115,139.77950875953016
180,&And Hostel Ueno,Caffè Veloce (カフェ・ベローチェ),Coffee Shop,35.711015536633276,139.78318870067596
181,&And Hostel Ueno,Halima Kebab Biryani (ハリマ ケバブ ビリヤニ),Halal Restaurant,35.71173413159982,139.78032225410604
182,&And Hostel Ueno,7-Eleven (セブンイレブン 台東東上野6丁目店),Convenience Store,35.713917,139.7831
183,&And Hostel Ueno,Jonathan's (ジョナサン 浅草稲荷町店),Restaurant,35.71080359480473,139.78590297679364
184,&And Hostel Ueno,Hidakaya (日高屋 稲荷町店),Chinese Restaurant,35.711357387033445,139.7825671714215
185,&And Hostel Ueno,Doutor Coffee Shop (ドトールコーヒーショップ 上野浅草通り店),Coffee Shop,35.71197063006878,139.7791869882831
186,&And Hostel Ueno,Ministop (ミニストップ 東上野6丁目店),Convenience Store,35.7113079,139.7837643
187,&And Hostel Ueno,Yoshinoya (吉野家 浅草通り稲荷町店),Donburi Restaurant,35.7112045,139.7821149
188,&And Hostel Ueno,晴々飯店,Chinese Restaurant,35.714626,139.779522
189,&And Hostel Ueno,FamilyMart (ファミリーマート 台東松が谷店),Convenience Store,35.71359498578448,139.78536665439606
190,&And Hostel Ueno,Okina-an (翁庵),Soba Restaurant,35.71187885593249,139.7786557674408
191,&And Hostel Ueno,らーめん 稲荷屋,Ramen Restaurant,35.71101108725951,139.78466522920354
192,&And Hostel Ueno,Natural Lawson (ナチュラルローソン 東上野五丁目店),Convenience Store,35.71149726809795,139.78132949599404
193,&And Hostel Ueno,上野ストアハウス,Theater,35.716328,139.78176
194,&And Hostel Ueno,Kappa Kawataro Statue (かっぱ河太郎像),Outdoor Sculpture,35.714321,139.788725
195,&And Hostel Ueno,7-Eleven (セブンイレブン 台東区役所前店),Convenience Store,35.71191336213383,139.77966011497455
196,&And Hostel Ueno,Ministop (ミニストップ 東上野2丁目店),Convenience Store,35.7092891,139.782176
197,&And Hostel Ueno,田窯,Arts & Crafts Store,35.71035871728762,139.7881734119958
198,&And Hostel Ueno,Yamato (支那そば 大和),Ramen Restaurant,35.71123344311794,139.78408690541983
199,&And Hostel Ueno,レストラン ベア,Yoshoku Restaurant,35.709507,139.78184
200,&And Hostel Ueno,Ueno Sutton Place Hotel (上野 サットンプレイスホテル),Hotel,35.71384329660004,139.7792401837357
201,&And Hostel Ueno,FamilyMart (ファミリーマート 東上野五丁目店),Convenience Store,35.711467061324434,139.7817878077713
202,&And Hostel Ueno,My Basket (まいばすけっと 合羽橋南店),Grocery Store,35.712545419799774,139.78709978671412
203,&And Hostel Ueno,Sukiya (すき家 稲荷町駅前店),Donburi Restaurant,35.711390483827245,139.7824640952593
204,&And Hostel Ueno,Lawson Store 100 (ローソンストア100 浅草通り店),Convenience Store,35.71049476156283,139.7872944566185
205,&And Hostel Ueno,喜多方食堂 麺や玄,Ramen Restaurant,35.71077870619511,139.7857952000053
206,&And Hostel Ueno,ROUTE BOOKS,Bookstore,35.71405667938566,139.78079617023468
207,&And Hostel Ueno,MOS Burger (モスバーガー 合羽橋店),Fast Food Restaurant,35.71041050520192,139.78798613906883
208,&And Hostel Ueno,風和里,Furniture / Home Store,35.713183231332245,139.78870420022736
209,&And Hostel Ueno,Kaming,Gay Bar,35.715481909994956,139.779498452482
210,&And Hostel Ueno,そば助 稲荷町本店,Soba Restaurant,35.711046,139.785101
211,&And Hostel Ueno,Hotel Mystays Ueno Inaricho (ホテルマイステイズ上野稲荷町),Hotel,35.71182213076653,139.7852416032117
212,&And Hostel Ueno,Kojo (古城),Café,35.711729,139.779009
213,&And Hostel Ueno,Seven-Eleven (セブンイレブン 台東東上野2丁目東店),Convenience Store,35.709291,139.780353
214,&And Hostel Ueno,Tsukuba Hotel (ツクバホテル),Hotel,35.71044789645319,139.78283110567037
215,&And Hostel Ueno,Hotel Mystays Ueno East (ホテルマイステイズ上野イースト),Bed & Breakfast,35.71245031825166,139.78200930722187
216,&And Hostel Ueno,古代檜風呂 上野日の出湯,Bath House,35.71059145683736,139.78414750478947
217,&And Hostel Ueno,はし藤本店,Arts & Crafts Store,35.71269783604607,139.78860422796723
218,&And Hostel Ueno,Up To You Coffee,Coffee Shop,35.714954,139.78618
219,&And Hostel Ueno,生パスタの店 エッコエッコ,Italian Restaurant,35.71429303059607,139.7799108910567
220,&And Hostel Ueno,Keep & Touch (キープアンドタッチ),American Restaurant,35.71509932950538,139.78015309196184
221,&And Hostel Ueno,麺屋天王 上野店,Ramen Restaurant,35.7141645424726,139.77957813100477
222,&And Hostel Ueno,Lawson (ローソン 台東元浅草四丁目店),Convenience Store,35.710396125051744,139.78801279048093
223,&And Hostel Ueno,itonowa,Café,35.71247776331464,139.78613913059235
224,&And Hostel Ueno,犬印鞄製作所 合羽橋道具街店,Luggage Store,35.713007840538744,139.788675105171
225,&And Hostel Ueno,門前そば 筑波,Noodle House,35.713312359963545,139.7852545802671
226,&And Hostel Ueno,下谷神社前交差点,Intersection,35.7115854440958,139.78138377231562
227,&And Hostel Ueno,たぬき堂,Men's Store,35.71167527945118,139.7801325548488
228,&And Hostel Ueno,稲荷町食堂,Japanese Restaurant,35.711341028520934,139.78230115592837
229,&And Hostel Ueno,上野学園 石橋メモリアルホール,Concert Hall,35.7152829971314,139.7822106862696
230,&And Hostel Ueno,一真亭,Ramen Restaurant,35.7105826249504,139.78096170881398
231,&And Hostel Ueno,Makino (ふぐ牧野),Nabe Restaurant,35.715149924323,139.78600770235062
232,&And Hostel Ueno,菊屋橋公園,Park,35.708997835341805,139.7867476642275
233,&And Hostel Ueno,らーめん花の華,Ramen Restaurant,35.71212545789987,139.77872846831235
234,&And Hostel Ueno,インドレストラン＆バー シトル,Indian Restaurant,35.71116050070017,139.78370262749235
235,&And Hostel Ueno,Oak Hotel (オークホテル),Hotel,35.71138,139.78462
236,&And Hostel Ueno,松月庵,Japanese Restaurant,35.714872,139.78687
237,&And Hostel Ueno,Sui-Sui (純米酒専門 粋酔),Japanese Restaurant,35.71140581171034,139.78120030870502
238,&And Hostel Ueno,And Hostel Ueno,Hostel,35.712686,139.78372
239,&And Hostel Ueno,Bouldering Gym granny (ボルダリングジムグラニー),Climbing Gym,35.71230918733382,139.78401957749531
240,&And Hostel Ueno,UPC RIDE ON,Motorcycle Shop,35.715939,139.78076
241,&And Hostel Ueno,New Izu Hotel (NEW伊豆ホテル),Motel,35.710109592414796,139.77922184622602
242,&And Hostel Ueno,Kitaueno Toll Gate (北上野本線料金所),Toll Booth,35.71508854744398,139.78015452394732
243,&And Hostel Ueno,Didot,Italian Restaurant,35.711887,139.778701
244,&And Hostel Ueno,Vegetable Corporation,Coffee Shop,35.70878,139.78447
245,&And Hostel Ueno,喫茶&洋食 ケント,Café,35.715448277408115,139.78354945778844
246,&And Hostel Ueno,柔,Gay Bar,35.715382,139.779203
247,&And Hostel Ueno,手打蕎麦 義,Soba Restaurant,35.71538117262779,139.7841270559819
248,&And Hostel Ueno,かっぱ通り商和会,Shopping Mall,35.71544,139.78421
249,&And Hostel Ueno,高はし,Japanese Restaurant,35.71411642511075,139.7829836026129
250,&And Hostel Ueno,はるまげ堂,Record Shop,35.710333,139.782575
251,&And Hostel Ueno,村上スッポン本舗,Japanese Restaurant,35.71210354904844,139.77924381485258
252,&And Hostel-Asakusa North-,Lawson (ローソン 南千住三丁目店),Convenience Store,35.72891648568609,139.8026637497897
253,&And Hostel-Asakusa North-,Hotel Maruchu Centro (ホテル丸忠CENTRO),Hotel,35.73051447804392,139.79900866308748
254,&And Hostel-Asakusa North-,湯どんぶり栄湯,Bath House,35.72536448719962,139.7987327275207
255,&And Hostel-Asakusa North-,Café Bach (自家焙煎珈琲屋 カフェ・バッハ),Coffee Shop,35.7267805230493,139.800377455186
256,&And Hostel-Asakusa North-,7-Eleven (セブンイレブン 台東日本堤店),Convenience Store,35.726837738083944,139.79531919105477
257,&And Hostel-Asakusa North-,Hotel Juyoh (ホテル寿陽),Hotel,35.7267106,139.8007803
258,&And Hostel-Asakusa North-,7-Eleven (セブンイレブン 台東清川2丁目店),Convenience Store,35.72870787655478,139.80254888534546
259,&And Hostel-Asakusa North-,Maruchiba (丸千葉),Sake Bar,35.725959,139.800331
260,&And Hostel-Asakusa North-,Otsuboya (大坪屋),Sake Bar,35.731913942527974,139.79835848201046
261,&And Hostel-Asakusa North-,Hotel Maruchu Classico (ホテル丸忠CLASSICO),Motel,35.72898648452622,139.80122989063617
262,&And Hostel-Asakusa North-,土手の伊勢屋,Tempura Restaurant,35.72499945810375,139.79702655177107
263,&And Hostel-Asakusa North-,7-Eleven (セブンイレブン 台東日本堤2丁目店),Convenience Store,35.72882728490275,139.79933559894562
264,&And Hostel-Asakusa North-,Obana (尾花),Unagi Restaurant,35.73164,139.79689
265,&And Hostel-Asakusa North-,清川二丁目バス停,Bus Stop,35.725884109410146,139.8008669337353
266,&And Hostel-Asakusa North-,あしたのジョー立つんだ像,Outdoor Sculpture,35.7254289,139.7967392
267,&And Hostel-Asakusa North-,FamilyMart (ファミリーマート 南千住五丁目店),Convenience Store,35.73123550415039,139.79554748535156
268,&And Hostel-Asakusa North-,My Basket (まいばすけっと 日本堤1丁目店),Grocery Store,35.726873,139.8001322
269,&And Hostel-Asakusa North-,いろは会 商店街 ショップメイト,Shopping Mall,35.7280439496929,139.7984400185243
270,&And Hostel-Asakusa North-,FamilyMart (ファミリーマート 吉のや日本堤店),Convenience Store,35.7249417612161,139.7983273753267
271,&And Hostel-Asakusa North-,Hotel New Koyo (ホテルニュー紅陽),Hotel,35.7282378,139.7984878
272,&And Hostel-Asakusa North-,Lawson Store 100 (ローソンストア100 台東清川二丁目店),Convenience Store,35.7263953,139.8020154
273,&And Hostel-Asakusa North-,玉姫公園,Park,35.7272678,139.8023371
274,&And Hostel-Asakusa North-,Hotel Accela (ホテルアクセラ),Hotel,35.72768700899291,139.8000004248583
275,&And Hostel-Asakusa North-,見返り柳,Tree,35.7244599,139.7972307
276,&And Hostel-Asakusa North-,東浅草二丁目 交差点,Intersection,35.726188,139.800843
277,&And Hostel-Asakusa North-,Fukudaya Hotel (ビジネスホテル福田屋),Bed & Breakfast,35.72592227864179,139.80161492849942
278,&And Hostel-Asakusa North-,活魚料理 光,Sushi Restaurant,35.726398,139.802529
279,&And Hostel-Asakusa North-,Kangaroo Hotel (カンガルーホテル),Hostel,35.7264534,139.7998098
280,&And Hostel-Asakusa North-,Palace Japan (パレスジャパン),Hotel,35.7283383,139.7999734
281,&And Hostel-Asakusa North-,My Basket (まいばすけっと 南千住駅南店),Grocery Store,35.73044506803699,139.79868011104386
282,&And Hostel-Asakusa North-,Sakuranabe Nakae (桜なべ 中江),Nabe Restaurant,35.725109,139.797049
283,&And Hostel-Asakusa North-,会津屋本店 AIZUYA-INN,Hostel,35.727422846234184,139.80108102352767
284,&And Hostel-Asakusa North-,Andon Ryokan (行燈旅館),Hotel,35.728385037512346,139.79554265845167
285,&And Hostel-Asakusa North-,Enshuya-Honten Takao (魚料理処 遠州屋本店 高尾),Sake Bar,35.726026,139.8011405
286,&And Hostel-Asakusa North-,ポプラ 清川店,Convenience Store,35.726573,139.800879
287,&And Hostel-Asakusa North-,清川一丁目バス停,Bus Stop,35.726242,139.802209
288,1night1980hostel Tokyo,Inageya (いなげや 入谷店),Supermarket,35.72113015072659,139.78720972025252
289,1night1980hostel Tokyo,Lawson (ローソン 東日暮里一丁目店),Convenience Store,35.72769910144094,139.7877868195792
290,1night1980hostel Tokyo,Banninriki (油そば専門店 万人力),Ramen Restaurant,35.72128444887125,139.78639159351587
291,1night1980hostel Tokyo,Sukiya (すき家 台東下谷店),Donburi Restaurant,35.72685533339934,139.78899278345074
292,1night1980hostel Tokyo,Ministop (ミニストップ 下谷店),Convenience Store,35.722866,139.785272
293,1night1980hostel Tokyo,7-Eleven (セブンイレブン 台東下谷3丁目店),Convenience Store,35.72683230191627,139.78827090830845
294,1night1980hostel Tokyo,Gouter Le Ble (グーテ・ルブレ),Bakery,35.721204,139.785561
295,1night1980hostel Tokyo,Ministop (ミニストップ 入谷2丁目店),Convenience Store,35.7223717,139.789133
296,1night1980hostel Tokyo,My Basket (まいばすけっと 竜泉1丁目店),Grocery Store,35.724520505802396,139.78935027109733
297,1night1980hostel Tokyo,割烹 さいとう,Sake Bar,35.72152502230135,139.78428882742043
298,1night1980hostel Tokyo,7-Eleven (セブンイレブン 東日暮里4丁目東店),Convenience Store,35.72547889661289,139.78176419520096
299,1night1980hostel Tokyo,かがやき,Shabu-Shabu Restaurant,35.72644328176714,139.78934357954617
300,1night1980hostel Tokyo,My Basket (まいばすけっと 台東下谷3丁目店),Grocery Store,35.72726104270002,139.78936442548223
301,1night1980hostel Tokyo,Vessel Inn Ueno Iriya Ekimae (ベッセルイン上野入谷駅前),Bed & Breakfast,35.72149056773006,139.78603047625248
302,1night1980hostel Tokyo,ガスト 台東根岸店,Restaurant,35.725518838492,139.78568511080994
303,1night1980hostel Tokyo,山田屋,Soba Restaurant,35.72362388832932,139.79160748119244
304,1night1980hostel Tokyo,1980 Yen Hotel (1泊1980円ホテル),Hostel,35.724397621758825,139.78719638762945
305,1night1980hostel Tokyo,鷲神社前交差点,Intersection,35.72267595070697,139.79101743373172
306,1night1980hostel Tokyo,くいしんぼ 入谷店,Steakhouse,35.72129122404679,139.78551185423174
307,1night1980hostel Tokyo,Guest House toco. (ゲストハウス toco.),Hostel,35.722024320528774,139.78394346058403
308,1night1980hostel Tokyo,iriya plus café (イリヤプラスカフェ),Café,35.721263694678036,139.7842076306104
309,1night1980hostel Tokyo,香味屋,Yoshoku Restaurant,35.724089819746624,139.78372839064465
310,1night1980hostel Tokyo,Lawson (ローソン 台東根岸店),Convenience Store,35.726972,139.784434
311,1night1980hostel Tokyo,My Basket (まいばすけっと 下谷3丁目店),Grocery Store,35.7243712722654,139.7869863263893
312,1night1980hostel Tokyo,The Edo Sakura (江戸さくら),Hotel,35.72351952998939,139.78534351591304
313,1night1980hostel Tokyo,肉のえびすや,Deli / Bodega,35.72206802223842,139.7826989910006
314,1night1980hostel Tokyo,富久の湯,Bath House,35.72278012551453,139.79058872972846
315,1night1980hostel Tokyo,Bakpak Tokyo Hostel,Hostel,35.723546416532145,139.7914104137101
316,1night1980hostel Tokyo,根岸四丁目 交差点,Intersection,35.72477,139.781903
317,1night1980hostel Tokyo,酒処 佗助,Sake Bar,35.72124480204233,139.78658880097174
318,1night1980hostel Tokyo,王将,Sake Bar,35.720615,139.784587
319,328 Hostel & Lounge,コンちゃん,Outdoor Sculpture,35.550293,139.74704
320,328 Hostel & Lounge,Tsuruha Drug (ツルハドラッグ 穴守稲荷店),Drugstore,35.550568108563375,139.74742243875025
321,328 Hostel & Lounge,Hotel JAL City Haneda Tokyo (ホテルJALシティ羽田東京),Hotel,35.551484421206325,139.74819857478803
322,328 Hostel & Lounge,7-Eleven (セブンイレブン 大田区羽田店),Convenience Store,35.548171316858685,139.74770342542354
323,328 Hostel & Lounge,Gusto (ガスト 本羽田店),Restaurant,35.54895745625197,139.7406381368637
324,328 Hostel & Lounge,FamilyMart (ファミリーマート 羽田六丁目店),Convenience Store,35.54790098168469,139.74846576594825
325,328 Hostel & Lounge,Ganso New Tantanmen Honpo (元祖ニュータンタンメン本舗),Ramen Restaurant,35.551869,139.746258
326,328 Hostel & Lounge,Platform 1 (1番線ホーム),Platform,35.550210084539515,139.74738121032715
327,328 Hostel & Lounge,羽田旭町交差点,Intersection,35.55129972821219,139.74852882437813
328,328 Hostel & Lounge,Hotel Mystays Haneda (ホテルマイステイズ羽田),Hotel,35.55109465747295,139.7491700163792
329,328 Hostel & Lounge,7-Eleven (セブンイレブン 大田区羽田1丁目店),Convenience Store,35.55058829365143,139.74441867474064
330,328 Hostel & Lounge,Sukiya (すき家 環八羽田店),Donburi Restaurant,35.55133554135646,139.74777375878884
331,328 Hostel & Lounge,FamilyMart (ファミリーマート 羽田二丁目店),Convenience Store,35.54821110744606,139.7412121295929
