,HostelName,VenueName,Category,VenueLatitude,VenueLongitude
37,"""Bike & Bed"" CharinCo Hostel",ハレノヒ HARENOHI. Craft Beer and Utsunomiya Gyoza,Pub,34.68220610887293,135.5172843651269
38,"""Bike & Bed"" CharinCo Hostel",まんねんカレー,Noodle House,34.684255,135.51297
39,"""Bike & Bed"" CharinCo Hostel",FamilyMart (ファミリーマート 内久宝寺町三丁目店),Convenience Store,34.67903340160981,135.5153287947178
40,"""Bike & Bed"" CharinCo Hostel",Fujiya1935,Spanish Restaurant,34.68306096944603,135.5116928737711
41,"""Bike & Bed"" CharinCo Hostel",AJITO,Chinese Restaurant,34.68517083985612,135.51580269311637
42,"""Bike & Bed"" CharinCo Hostel",タナベスポーツ,Sporting Goods Shop,34.678637626576396,135.51200116546144
43,"""Bike & Bed"" CharinCo Hostel",スパイスカリー バビルの塔,Japanese Curry Restaurant,34.68415943932673,135.51283770158574
44,"""Bike & Bed"" CharinCo Hostel",MOS Burger (モスバーガー 谷町二丁目店),Fast Food Restaurant,34.684670158590464,135.5172959373622
45,"""Bike & Bed"" CharinCo Hostel",洋食屋 Fujiya,Yoshoku Restaurant,34.68266907970286,135.5130453962463
46,"""Bike & Bed"" CharinCo Hostel",自家製粉石臼引手打蕎麦 守破離,Soba Restaurant,34.68229361706524,135.51456089925685
47,"""Bike & Bed"" CharinCo Hostel",ダルバート食堂,Asian Restaurant,34.67880453642537,135.51549613646924
48,"""Bike & Bed"" CharinCo Hostel",べにくらげ,Japanese Restaurant,34.68263180600522,135.51030955337228
49,"""Bike & Bed"" CharinCo Hostel",彼氏の手料理ダイニング SORALI 谷町店,Restaurant,34.68501772789441,135.51613204907113
50,"""Bike & Bed"" CharinCo Hostel",湖陽樹 谷町店,Chinese Restaurant,34.681448578088556,135.5160680815603
51,"""Bike & Bed"" CharinCo Hostel",ブランド黒毛和牛にこだわるお店 BULLS 石原,Food,34.678869075249516,135.514333024621
52,"""Bike & Bed"" CharinCo Hostel",谷町四丁目駅1-2番線ホーム,Platform,34.681419,135.517402
53,"""Bike & Bed"" CharinCo Hostel",ゼー六,Ice Cream Shop,34.6835641734837,135.50930384794972
54,"""Bike & Bed"" CharinCo Hostel",カレーショップ ダール 谷町店,Japanese Curry Restaurant,34.68425995543383,135.51458088804807
55,"""Bike & Bed"" CharinCo Hostel",kamekichi bistro (カメキチ ビストロ),French Restaurant,34.682672601929056,135.51565191363005
56,"""Bike & Bed"" CharinCo Hostel",TAQUERIA LA FONDA,Mexican Restaurant,34.684141,135.514331
57,"""Bike & Bed"" CharinCo Hostel",山本能楽堂,Opera House,34.68410438566031,135.5149911340031
58,"""Bike & Bed"" CharinCo Hostel",味自慢 四季,Japanese Restaurant,34.6811476314823,135.51514796911306
59,"""Bike & Bed"" CharinCo Hostel",まっちゃまち,Fireworks Store,34.67869514811598,135.5122063482675
60,"""Bike & Bed"" CharinCo Hostel",2時から居酒屋 飲み屋だョ！全員集合,Sake Bar,34.681748755030824,135.51580678579992
61,"""Bike & Bed"" CharinCo Hostel",ドミノ・ピザ 天満橋店,Pizza Place,34.6867692,135.5133976
62,"""Bike & Bed"" CharinCo Hostel",和リアン料理 いつもの場所,Japanese Restaurant,34.68271633391364,135.51735386147976
63,"""Bike & Bed"" CharinCo Hostel",舎密局跡のクスノキ,Tree,34.683105,135.517969
64,"""Bike & Bed"" CharinCo Hostel",52CHO-ME BAKERY,Bakery,34.68067003024672,135.51427602767944
65,"""Bike & Bed"" CharinCo Hostel",吾作どん 谷町店,Japanese Restaurant,34.684671031974524,135.51705479621887
66,"""Bike & Bed"" CharinCo Hostel",千年の宴 谷町四丁目駅前店,Diner,34.68264147684045,135.5173124212897
67,"""Bike & Bed"" CharinCo Hostel",しお家,Korean Restaurant,34.683558,135.516319
68,"""Bike & Bed"" CharinCo Hostel",osteria arancia,Italian Restaurant,34.679081426137316,135.51571174101582
69,"""Bike & Bed"" CharinCo Hostel",玄米食堂 ie,Vegetarian / Vegan Restaurant,34.68287347242638,135.51259964704514
70,&And Hostel Akihabara,Akihabara Station (秋葉原駅),Train Station,35.698357154071296,139.7731203585863
71,&And Hostel Akihabara,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,35.6987131,139.7747612
72,&And Hostel Akihabara,THE IDOLM@STER Official Shop (アイドルマスター オフィシャルショップ),Toy / Game Store,35.69836386063336,139.77229786003596
73,&And Hostel Akihabara,JR Sōbu Line Akihabara Station (JR 総武線 秋葉原駅),Train Station,35.698358444031356,139.77328760273127
74,&And Hostel Akihabara,Akihabara Electric Town Exit (秋葉原駅 電気街口),Train Station,35.69881848574108,139.77257002539486
75,&And Hostel Akihabara,Shosen Book Tower (書泉ブックタワー),Bookstore,35.697324,139.775157
76,&And Hostel Akihabara,HUB,Pub,35.700042797337176,139.77398936790024
77,&And Hostel Akihabara,Volks Doll Point (ボークス ドールポイント 秋葉原),Hobby Shop,35.69791261646235,139.77204330018
78,&And Hostel Akihabara,Sarutahiko Coffee (猿田彦珈琲),Coffee Shop,35.69846977490889,139.77235928177834
79,&And Hostel Akihabara,Gyoza Ohsho Express (餃子の王将 Express),Dumpling Restaurant,35.69849046799201,139.77223992347717
80,&And Hostel Akihabara,Milk Stand (ミルクスタンド),Juice Bar,35.69838992357802,139.7729447934095
81,&And Hostel Akihabara,Izakaya Wagaya (居酒屋 和が家),Sake Bar,35.696188057278185,139.77506428956985
82,&And Hostel Akihabara,CHABARA (ちゃばら),Gourmet Shop,35.69970202241145,139.77308068378443
83,&And Hostel Akihabara,MAZERU (麺処 MAZERU),Ramen Restaurant,35.697924,139.774406
84,&And Hostel Akihabara,HUB,Pub,35.697975,139.774209
85,&And Hostel Akihabara,MILK SHOP LUCK 酪,Juice Bar,35.69842031462254,139.77332726002533
86,&And Hostel Akihabara,Active AKIBA Batting Center (アクティブAKIBAバッティングセンター),Athletics & Sports,35.69871524674489,139.77457483629485
87,&And Hostel Akihabara,Tonbe (とんべェ),Sake Bar,35.698958,139.775153
88,&And Hostel Akihabara,ライフ 神田和泉町店,Supermarket,35.69984975984281,139.77996544005146
89,&And Hostel Akihabara,Pop Life Department M's (大人のデパート エムズ),Adult Boutique,35.697656699506034,139.7724960818333
90,&And Hostel Akihabara,Tokyo Tonteki (東京トンテキ),Steakhouse,35.69865481171322,139.77464672142534
91,&And Hostel Akihabara,Mimatsu Tobacco (ミマツたばこ),Smoke Shop,35.69726977111137,139.77300703525543
92,&And Hostel Akihabara,Mita Seimenjo (三田製麺所),Ramen Restaurant,35.69869304210099,139.77448225021362
93,&And Hostel Akihabara,日本百貨店 しょくひんかん,Gourmet Shop,35.69981345583291,139.77315333214005
94,&And Hostel Akihabara,Fukunoken (福の軒),Ramen Restaurant,35.69789366688633,139.7749376599205
95,&And Hostel Akihabara,Aoshima Shokudo (青島食堂),Ramen Restaurant,35.697483688824704,139.77886967360973
96,&And Hostel Akihabara,82 ALE HOUSE,Pub,35.69793214396875,139.7739636599719
97,&And Hostel Akihabara,Yun Rin Bou (雲林坊),Chinese Restaurant,35.695506,139.772773
98,&And Hostel Akihabara,Go Go Curry (ゴーゴーカレー),Japanese Curry Restaurant,35.6976419280583,139.7746378183365
99,&And Hostel Akihabara,立ち飲み 串吟,Sake Bar,35.6975834955742,139.77360286799347
100,&And Hostel Akihabara,Curry wa Nomimono (カレーは飲み物。),Japanese Curry Restaurant,35.700855,139.775837
101,&And Hostel Akihabara,CoCo Ichibanya (CoCo壱番屋),Japanese Curry Restaurant,35.698447,139.775764
102,&And Hostel Akihabara,Shimonya (四文屋),Sake Bar,35.69844656325336,139.7762417793274
103,&And Hostel Akihabara,Uogashi Nihon-ichi (魚がし日本一),Sushi Restaurant,35.698465655355,139.77224101969006
104,&And Hostel Akihabara,Oasis @akiba (オアシス@akiba),Public Bathroom,35.69889488142114,139.77385526890643
105,&And Hostel Akihabara,ヨドバシAkiba カメラコーナー,Camera Store,35.698501359086244,139.77463245391846
106,&And Hostel Akihabara,なぜ蕎麦にラー油を入れるのか。,Soba Restaurant,35.700392,139.77582
107,&And Hostel Akihabara,The French Toast Factory,Café,35.69868079250966,139.7746425271058
108,&And Hostel Akihabara,Marufuku Coffee (丸福珈琲店),Café,35.69861025537081,139.7743035386268
109,&And Hostel Akihabara,Hakata Furyu (博多風龍),Ramen Restaurant,35.698367,139.775223
110,&And Hostel Akihabara,CLUB GOODMAN,Rock Club,35.697186,139.77647
111,&And Hostel Akihabara,Yonpachi Gyojo (四十八漁場),Sake Bar,35.69835,139.7748
112,&And Hostel Akihabara,Spaghetti Pancho (スパゲッティーのパンチョ),Yoshoku Restaurant,35.698566,139.775248
113,&And Hostel Akihabara,PABLO mini,Dessert Shop,35.6981292298426,139.772000722316
114,&And Hostel Akihabara,Shiina no Gohan Rice Ball Factory (シイナノゴハン),Japanese Restaurant,35.693821,139.774221
115,&And Hostel Akihabara,Craft Beer Bar IBREW,Beer Bar,35.697896,139.777132
116,&And Hostel Akihabara,Shinpuku Saikan (新福菜館),Ramen Restaurant,35.700047,139.77634
117,&And Hostel Akihabara,Sushiya Ginzo (すし屋 銀蔵),Sushi Restaurant,35.697414,139.773269
118,&And Hostel Akihabara,FamilyMart (ファミリーマート),Convenience Store,35.70040074316624,139.7741550207138
119,&And Hostel Akihabara,BEEF KITCHEN STAND,Gastropub,35.698117645777465,139.77648746516283
120,&And Hostel Akihabara,DOLK TOKYO,Toy / Game Store,35.696217276351945,139.77365831960776
121,&And Hostel Akihabara,Akihabara Washington Hotel (秋葉原ワシントンホテル),Hotel,35.69729026029478,139.77380633354187
122,&And Hostel Akihabara,Echigoya Heiji (越後屋 平次),Diner,35.69893589042251,139.77445838196886
123,&And Hostel Akihabara,Motenashi Kuroki (饗 くろ㐂),Ramen Restaurant,35.698799,139.780138
124,&And Hostel Akihabara,Baskin-Robbins (サーティワンアイスクリーム),Ice Cream Shop,35.697963337253476,139.77378085255623
125,&And Hostel Akihabara,Hamakatsu (とんかつ濵かつ),Tonkatsu Restaurant,35.698562642173364,139.7744671809323
126,&And Hostel Akihabara,あるけみすと,Bar,35.69791214875236,139.77671183645725
127,&And Hostel Akihabara,Gindaco (築地銀だこ),Takoyaki Place,35.6982791804698,139.77479338645935
128,&And Hostel Akihabara,肴・酒 矢まと,Sake Bar,35.6975779862794,139.77345540949855
129,&And Hostel Akihabara,Via Inn Akihabara (ヴィアイン秋葉原),Bed & Breakfast,35.69654155883104,139.77233641109626
130,&And Hostel Akihabara,ラーメン食堂 粋な一生,Ramen Restaurant,35.701649,139.776863
131,&And Hostel Akihabara,Yakiton Genki (やきとん元気),Sake Bar,35.697733552725715,139.77740667115694
132,&And Hostel Akihabara,大衆イタリアン かね子,Italian Restaurant,35.69800088162436,139.77628250120657
133,&And Hostel Akihabara,Una-syo (うな匠),Unagi Restaurant,35.6987000565082,139.774494568387
134,&And Hostel Akihabara,TUCANO'S GRILL and BAR (トゥッカーノ グリル&バー),Steakhouse,35.69935406864438,139.77501501356585
135,&And Hostel Akihabara,順順餃子房,Dumpling Restaurant,35.700585,139.776664
136,&And Hostel Akihabara,立呑み居酒屋 殿,Sake Bar,35.69854927988312,139.77644562721252
137,&And Hostel Akihabara,Nihonshu Genka Sakagura (日本酒原価酒蔵),Sake Bar,35.69871002535727,139.77580390870568
138,&And Hostel Akihabara,Beard Papa's (ビアードパパの作りたて工房),Dessert Shop,35.698654403846774,139.77389951946782
139,&And Hostel Akihabara,焼肉韓菜 福寿,Korean Restaurant,35.69875,139.7723
140,&And Hostel Akihabara,Takakara (タカカラ あきば店),Sake Bar,35.69839678801025,139.77834826413948
141,&And Hostel Akihabara,Tankiyo (たん清),BBQ Joint,35.700219549101305,139.77466481061714
142,&And Hostel Akihabara,CoCo Ichibanya Halal Akihabara (CoCo壱番屋 ハラール秋葉原店),Japanese Curry Restaurant,35.699970486152,139.7754316895416
143,&And Hostel Akihabara,STORY CAFE,Café,35.698814674229844,139.77483552459336
144,&And Hostel Akihabara,富士そば 秋葉原店,Soba Restaurant,35.69811515975805,139.77552423267338
145,&And Hostel Akihabara,Grids Akihabara (グリッズ秋葉原),Hostel,35.69649301615894,139.78014707565308
146,&And Hostel Akihabara,俺の煮込屋 三蔵,Japanese Restaurant,35.696087385542405,139.7753461817317
147,&And Hostel Akihabara,ラーメン ワインバル食堂 nico,Wine Bar,35.69993462230332,139.77589187318338
148,&And Hostel Akihabara,Atariya Shokudo (あたりや食堂),Ramen Restaurant,35.696590337380584,139.7739269431944
149,&And Hostel Akihabara,GAME BAR A-Button,Gaming Cafe,35.701028277449666,139.77734274036158
150,&And Hostel Akihabara,JACK IN THE DONUTS,Donut Shop,35.69858209266989,139.7745107492995
151,&And Hostel Akihabara,ナツゲーミュージアム,Arcade,35.698431,139.776757
152,&And Hostel Akihabara,Akiba no Sakaba (アキバの酒場),Sake Bar,35.69648541009173,139.77359416254137
153,&And Hostel Akihabara,Manneken (マネケン),Dessert Shop,35.698284,139.77472
154,&And Hostel Akihabara,Live Coffee (ライブコーヒー),Coffee Shop,35.700511456238374,139.7763484545587
155,&And Hostel Akihabara,Kitade Shokudo (北出食堂),Taco Place,35.693537,139.778972
156,&And Hostel Akihabara,Indian Restaurant Aarti (インディアンレストラン アールティ),Indian Restaurant,35.697202,139.776193
157,&And Hostel Akihabara,Uogashi Nihon-ichi (魚がし日本一),Sushi Restaurant,35.697822,139.7752346
158,&And Hostel Akihabara,Nishiguchi Yakiton (西口やきとん),Sake Bar,35.6979974,139.7824946
159,&And Hostel Akihabara,GOHAN,Italian Restaurant,35.6977788,139.7741961
160,&And Hostel Akihabara,ジンギスカン 良夢,BBQ Joint,35.696206,139.776179
161,&And Hostel Akihabara,eggman tokyo east,Music Venue,35.693485291804855,139.77581094355986
162,&And Hostel Akihabara,Akiba Fukurou (アキバフクロウ),Pet Café,35.70071628709249,139.77475334149858
163,&And Hostel Akihabara,陳家私菜,Chinese Restaurant,35.69888309099883,139.77652609348297
164,&And Hostel Akihabara,Bar&Junk MIKAKU,Whisky Bar,35.700139946143175,139.77546351273247
165,&And Hostel Akihabara,居酒屋 村役場,Sake Bar,35.69767907728919,139.7743897140026
166,&And Hostel Akihabara,Meat Avantgarde (暴走熟成肉庫 肉アバンギャルド),BBQ Joint,35.697527,139.776695
167,&And Hostel Akihabara,吟くら あきば,Sake Bar,35.699533754036096,139.77580991488193
168,&And Hostel Akihabara,Ikebe Musical Instruments Store (イケベ楽器 リボレ秋葉原店),Music Store,35.69715,139.77628
169,&And Hostel Akihabara,朱雀門,BBQ Joint,35.698359368588406,139.7781003027607
170,&And Hostel Ueno,Iriya Entrance (JR上野駅 入谷口),Train Station,35.71433659363173,139.77862234812912
171,&And Hostel Ueno,Kotobukiyu (寿湯),Bath House,35.71233101297672,139.7828106011646
172,&And Hostel Ueno,Sanji (さんじ),Ramen Restaurant,35.710666690997925,139.7804578460185
173,&And Hostel Ueno,maruetsu (マルエツ 東上野店),Supermarket,35.71368626693697,139.78296130271394
174,&And Hostel Ueno,FamilyMart (ファミリーマート 上野駅入谷口店),Convenience Store,35.714034365653,139.77852115258779
175,&And Hostel Ueno,FamilyMart (ファミリーマート 東上野四丁目店),Convenience Store,35.71228167846643,139.77855285926665
176,&And Hostel Ueno,7-Eleven (セブンイレブン 台東東上野4丁目店),Convenience Store,35.713550743398216,139.7791813835866
177,&And Hostel Ueno,My Curry Shokudo (マイカリー食堂),Japanese Curry Restaurant,35.712947,139.778371
178,&And Hostel Ueno,Lawson (ローソン 台東北上野一丁目店),Convenience Store,35.71616082650517,139.78120243865726
179,&And Hostel Ueno,Yayoi (やよい軒),Japanese Restaurant,35.71185927542115,139.77950875953016
180,&And Hostel Ueno,Caffè Veloce (カフェ・ベローチェ),Coffee Shop,35.711015536633276,139.78318870067596
181,&And Hostel Ueno,Halima Kebab Biryani (ハリマ ケバブ ビリヤニ),Halal Restaurant,35.71173413159982,139.78032225410604
182,&And Hostel Ueno,7-Eleven (セブンイレブン 台東東上野6丁目店),Convenience Store,35.713917,139.7831
183,&And Hostel Ueno,Jonathan's (ジョナサン 浅草稲荷町店),Restaurant,35.71080359480473,139.78590297679364
184,&And Hostel Ueno,Hidakaya (日高屋 稲荷町店),Chinese Restaurant,35.711357387033445,139.7825671714215
185,&And Hostel Ueno,Doutor Coffee Shop (ドトールコーヒーショップ 上野浅草通り店),Coffee Shop,35.71197063006878,139.7791869882831
186,&And Hostel Ueno,Ministop (ミニストップ 東上野6丁目店),Convenience Store,35.7113079,139.7837643
187,&And Hostel Ueno,Yoshinoya (吉野家 浅草通り稲荷町店),Donburi Restaurant,35.7112045,139.7821149
188,&And Hostel Ueno,晴々飯店,Chinese Restaurant,35.714626,139.779522
189,&And Hostel Ueno,FamilyMart (ファミリーマート 台東松が谷店),Convenience Store,35.71359498578448,139.78536665439606
190,&And Hostel Ueno,Okina-an (翁庵),Soba Restaurant,35.71187885593249,139.7786557674408
191,&And Hostel Ueno,らーめん 稲荷屋,Ramen Restaurant,35.71101108725951,139.78466522920354
192,&And Hostel Ueno,Natural Lawson (ナチュラルローソン 東上野五丁目店),Convenience Store,35.71149726809795,139.78132949599404
193,&And Hostel Ueno,上野ストアハウス,Theater,35.716328,139.78176
194,&And Hostel Ueno,Kappa Kawataro Statue (かっぱ河太郎像),Outdoor Sculpture,35.714321,139.788725
195,&And Hostel Ueno,7-Eleven (セブンイレブン 台東区役所前店),Convenience Store,35.71191336213383,139.77966011497455
196,&And Hostel Ueno,Ministop (ミニストップ 東上野2丁目店),Convenience Store,35.7092891,139.782176
197,&And Hostel Ueno,田窯,Arts & Crafts Store,35.71035871728762,139.7881734119958
198,&And Hostel Ueno,Yamato (支那そば 大和),Ramen Restaurant,35.71123344311794,139.78408690541983
199,&And Hostel Ueno,レストラン ベア,Yoshoku Restaurant,35.709507,139.78184
200,&And Hostel Ueno,Ueno Sutton Place Hotel (上野 サットンプレイスホテル),Hotel,35.71384329660004,139.7792401837357
201,&And Hostel Ueno,FamilyMart (ファミリーマート 東上野五丁目店),Convenience Store,35.711467061324434,139.7817878077713
202,&And Hostel Ueno,My Basket (まいばすけっと 合羽橋南店),Grocery Store,35.712545419799774,139.78709978671412
203,&And Hostel Ueno,Sukiya (すき家 稲荷町駅前店),Donburi Restaurant,35.711390483827245,139.7824640952593
204,&And Hostel Ueno,Lawson Store 100 (ローソンストア100 浅草通り店),Convenience Store,35.71049476156283,139.7872944566185
205,&And Hostel Ueno,喜多方食堂 麺や玄,Ramen Restaurant,35.71077870619511,139.7857952000053
206,&And Hostel Ueno,ROUTE BOOKS,Bookstore,35.71405667938566,139.78079617023468
207,&And Hostel Ueno,MOS Burger (モスバーガー 合羽橋店),Fast Food Restaurant,35.71041050520192,139.78798613906883
208,&And Hostel Ueno,風和里,Furniture / Home Store,35.713183231332245,139.78870420022736
209,&And Hostel Ueno,Kaming,Gay Bar,35.715481909994956,139.779498452482
210,&And Hostel Ueno,そば助 稲荷町本店,Soba Restaurant,35.711046,139.785101
211,&And Hostel Ueno,Hotel Mystays Ueno Inaricho (ホテルマイステイズ上野稲荷町),Hotel,35.71182213076653,139.7852416032117
212,&And Hostel Ueno,Kojo (古城),Café,35.711729,139.779009
213,&And Hostel Ueno,Seven-Eleven (セブンイレブン 台東東上野2丁目東店),Convenience Store,35.709291,139.780353
214,&And Hostel Ueno,Tsukuba Hotel (ツクバホテル),Hotel,35.71044789645319,139.78283110567037
215,&And Hostel Ueno,Hotel Mystays Ueno East (ホテルマイステイズ上野イースト),Bed & Breakfast,35.71245031825166,139.78200930722187
216,&And Hostel Ueno,古代檜風呂 上野日の出湯,Bath House,35.71059145683736,139.78414750478947
217,&And Hostel Ueno,はし藤本店,Arts & Crafts Store,35.71269783604607,139.78860422796723
218,&And Hostel Ueno,Up To You Coffee,Coffee Shop,35.714954,139.78618
219,&And Hostel Ueno,生パスタの店 エッコエッコ,Italian Restaurant,35.71429303059607,139.7799108910567
220,&And Hostel Ueno,Keep & Touch (キープアンドタッチ),American Restaurant,35.71509932950538,139.78015309196184
221,&And Hostel Ueno,麺屋天王 上野店,Ramen Restaurant,35.7141645424726,139.77957813100477
222,&And Hostel Ueno,Lawson (ローソン 台東元浅草四丁目店),Convenience Store,35.710396125051744,139.78801279048093
223,&And Hostel Ueno,itonowa,Café,35.71247776331464,139.78613913059235
224,&And Hostel Ueno,犬印鞄製作所 合羽橋道具街店,Luggage Store,35.713007840538744,139.788675105171
225,&And Hostel Ueno,門前そば 筑波,Noodle House,35.713312359963545,139.7852545802671
226,&And Hostel Ueno,下谷神社前交差点,Intersection,35.7115854440958,139.78138377231562
227,&And Hostel Ueno,たぬき堂,Men's Store,35.71167527945118,139.7801325548488
228,&And Hostel Ueno,稲荷町食堂,Japanese Restaurant,35.711341028520934,139.78230115592837
229,&And Hostel Ueno,上野学園 石橋メモリアルホール,Concert Hall,35.7152829971314,139.7822106862696
230,&And Hostel Ueno,一真亭,Ramen Restaurant,35.7105826249504,139.78096170881398
231,&And Hostel Ueno,Makino (ふぐ牧野),Nabe Restaurant,35.715149924323,139.78600770235062
232,&And Hostel Ueno,菊屋橋公園,Park,35.708997835341805,139.7867476642275
233,&And Hostel Ueno,らーめん花の華,Ramen Restaurant,35.71212545789987,139.77872846831235
234,&And Hostel Ueno,インドレストラン＆バー シトル,Indian Restaurant,35.71116050070017,139.78370262749235
235,&And Hostel Ueno,Oak Hotel (オークホテル),Hotel,35.71138,139.78462
236,&And Hostel Ueno,松月庵,Japanese Restaurant,35.714872,139.78687
237,&And Hostel Ueno,Sui-Sui (純米酒専門 粋酔),Japanese Restaurant,35.71140581171034,139.78120030870502
238,&And Hostel Ueno,And Hostel Ueno,Hostel,35.712686,139.78372
239,&And Hostel Ueno,Bouldering Gym granny (ボルダリングジムグラニー),Climbing Gym,35.71230918733382,139.78401957749531
240,&And Hostel Ueno,UPC RIDE ON,Motorcycle Shop,35.715939,139.78076
241,&And Hostel Ueno,New Izu Hotel (NEW伊豆ホテル),Motel,35.710109592414796,139.77922184622602
242,&And Hostel Ueno,Kitaueno Toll Gate (北上野本線料金所),Toll Booth,35.71508854744398,139.78015452394732
243,&And Hostel Ueno,Didot,Italian Restaurant,35.711887,139.778701
244,&And Hostel Ueno,Vegetable Corporation,Coffee Shop,35.70878,139.78447
245,&And Hostel Ueno,喫茶&洋食 ケント,Café,35.715448277408115,139.78354945778844
246,&And Hostel Ueno,柔,Gay Bar,35.715382,139.779203
247,&And Hostel Ueno,手打蕎麦 義,Soba Restaurant,35.71538117262779,139.7841270559819
248,&And Hostel Ueno,かっぱ通り商和会,Shopping Mall,35.71544,139.78421
249,&And Hostel Ueno,高はし,Japanese Restaurant,35.71411642511075,139.7829836026129
250,&And Hostel Ueno,はるまげ堂,Record Shop,35.710333,139.782575
